quantile,subset,N,lambda,GroupCount,mean_gap,mean_H0_skill,mean_MoE_skill,mean_Z_zero_skill
0.75,DS02,1000,0.00316227766016838,3,0.306181048759275,-0.628686921965674,-0.322505873206399,0
0.75,DS02,1000,0.01,3,0.306638356237121,-0.628589105680653,-0.321950749443533,0
0.75,DS02,1000,0.0316227766016838,3,0.397657333294258,-0.628280517203732,-0.230623183909472,0
0.75,DS02,1000,0.1,3,0.502774429906889,-0.593812857848787,-0.0910384279418974,0
0.75,DS02,1000,0.316227766016838,3,0.0939162599968302,0.28219090738718,0.376107167384011,0
0.75,DS02,1000,1,3,0.00260799971708088,0.794553639305871,0.797161639022952,0
0.75,DS02,1000,3.16227766016838,3,0.000718283109744903,0.908538135400093,0.909256418509838,0
0.75,DS02,1000,10,3,0.00393834472974648,0.936805493464748,0.940743838194494,0
0.75,DS02,1000,31.6227766016838,3,0.00206384910376119,0.94106894186221,0.943132790965971,0
0.75,DS02,1000,100,3,-0.00346622638404015,0.932523144098584,0.929056917714544,0
0.75,DS02,1000,316.227766016838,3,-0.00443609272886543,0.866018751283628,0.861582658554763,0
0.75,DS02,1000,1000,3,-0.00392070768021705,0.711611185086559,0.707690477406342,0
0.75,DS03,1,0.001,6,0.461669885121954,-0.578428835469991,-0.116758950348038,0
0.75,DS03,1,0.00316227766016838,6,0.46232008338341,-0.578410311559635,-0.116090228176226,0
0.75,DS03,1,0.01,6,0.462600676539346,-0.578351737908833,-0.115751061369486,0
0.75,DS03,1,0.0316227766016838,6,0.463509087169819,-0.578166552310362,-0.114657465140544,0
0.75,DS03,1,0.1,6,0.478927816529835,-0.539973042818942,-0.061045226289108,0
0.75,DS03,1,0.316227766016838,6,0.227330620727204,-0.00650336281198427,0.22082725791522,0
0.75,DS03,1,1,6,0.0416596045166739,0.600054178204841,0.641713782721514,0
0.75,DS03,1,3.16227766016838,6,0.00476637282527715,0.850342046532897,0.855108419358174,0
0.75,DS03,1,10,6,-0.000628586651194681,0.935551202232498,0.934922615581304,0
0.75,DS03,1,31.6227766016838,6,-0.00255976076443524,0.953518069260768,0.950958308496332,0
0.75,DS03,1,100,6,-0.00776652084659491,0.944015854286712,0.936249333440117,0
0.75,DS03,1,316.227766016838,6,-0.00270279636264224,0.856060605644608,0.853357809281966,0
0.75,DS03,1,1000,6,0.00320258859629521,0.671342810051818,0.674545398648113,0
0.75,DS03,10,0.001,6,0.369508656754822,-0.455779905497605,-0.0862712487427833,0
0.75,DS03,10,0.00316227766016838,6,0.37293239047768,-0.454309409304443,-0.0813770188267634,0
0.75,DS03,10,0.01,6,0.385005582787796,-0.449608916326619,-0.0646033335388237,0
0.75,DS03,10,0.0316227766016838,6,0.419844653028212,-0.416855409495126,0.00298924353308517,0
0.75,DS03,10,0.1,6,0.264163249679599,-0.159013395129057,0.105149854550542,0
0.75,DS03,10,0.316227766016838,6,0.102516222646406,0.362623578264233,0.465139800910639,0
0.75,DS03,10,1,6,0.00141226667159167,0.816592521868372,0.818004788539964,0
0.75,DS03,10,3.16227766016838,6,0.0040239207072199,0.925652903726559,0.929676824433779,0
0.75,DS03,10,10,6,0.0046766108963303,0.951805836615334,0.956482447511664,0
0.75,DS03,10,31.6227766016838,6,-0.000720924711070123,0.959638626362792,0.958917701651722,0
0.75,DS03,10,100,6,-0.00751675278844716,0.947539458404312,0.940022705615865,0
0.75,DS03,10,316.227766016838,6,-0.00258847115617128,0.856743216019515,0.854154744863344,0
0.75,DS03,10,1000,6,0.00313912911526244,0.671028113855657,0.674167242970919,0
0.75,DS03,100,0.001,6,0.359582066150575,-0.459180437211788,-0.0995983710612135,0
0.75,DS03,100,0.00316227766016838,6,0.360741197504209,-0.451474626110624,-0.0907334286064145,0
0.75,DS03,100,0.01,6,0.366340515244346,-0.435370320524519,-0.0690298052801745,0
0.75,DS03,100,0.0316227766016838,6,0.388137001297701,-0.401139564414976,-0.0130025631172763,0
0.75,DS03,100,0.1,6,0.294730038756793,-0.148664318601764,0.146065720155029,0
0.75,DS03,100,0.316227766016838,6,0.105879726841085,0.391189585598409,0.497069312439494,0
0.75,DS03,100,1,6,0.00428037034527388,0.819961151925761,0.824241522271035,0
0.75,DS03,100,3.16227766016838,6,0.00398134511998868,0.928098802088841,0.93208014720883,0
0.75,DS03,100,10,6,0.00548142387649026,0.952350710951654,0.957832134828145,0
0.75,DS03,100,31.6227766016838,6,-0.00020021173740148,0.96034399754611,0.960143785808708,0
0.75,DS03,100,100,6,-0.00746526781017288,0.948325778896491,0.940860511086317,0
0.75,DS03,100,316.227766016838,6,-0.00274197736519984,0.857616028561464,0.854874051196264,0
0.75,DS03,100,1000,6,0.00313516560817296,0.671632349297035,0.674767514905208,0
0.75,DS03,1000,0.001,6,0.360198060873605,-0.487561635308146,-0.127363574434541,0
0.75,DS03,1000,0.00316227766016838,6,0.358885341937208,-0.485546849797158,-0.126661507859952,0
0.75,DS03,1000,0.01,6,0.371713322065946,-0.474190654703569,-0.102477332637622,0
0.75,DS03,1000,0.0316227766016838,6,0.361929918014055,-0.405083404752212,-0.043153486738156,0
0.75,DS03,1000,0.1,6,0.285612640911505,-0.168942454376366,0.116670186535139,0
0.75,DS03,1000,0.316227766016838,6,0.0954185997731331,0.388977394665062,0.484395994438195,0
0.75,DS03,1000,1,6,0.00177740385897935,0.817164353378565,0.818941757237544,0
0.75,DS03,1000,3.16227766016838,6,0.00347201368885452,0.927587878233272,0.931059891922127,0
0.75,DS03,1000,10,6,0.00554268063071093,0.952012764519296,0.957555445150007,0
0.75,DS03,1000,31.6227766016838,6,-0.000123166600952868,0.960282962165548,0.960159795564595,0
0.75,DS03,1000,100,6,-0.00749986440512135,0.948551550345776,0.941051685940655,0
0.75,DS03,1000,316.227766016838,6,-0.00286382664831155,0.857999262442078,0.855135435793767,0
0.75,DS03,1000,1000,6,0.00313234830760989,0.671874273060859,0.675006621368469,0
0.85,DS02,1,0.001,3,0.384619726652963,-0.676918125925133,-0.292298399272171,0
0.85,DS02,1,0.00316227766016838,3,0.384736867835468,-0.676879175120043,-0.292142307284576,0
0.85,DS02,1,0.01,3,0.38510685940711,-0.676756069570951,-0.29164921016384,0
0.85,DS02,1,0.0316227766016838,3,0.386272477234441,-0.676367451045018,-0.290094973810575,0
0.85,DS02,1,0.1,3,0.427068733938659,-0.669628422187016,-0.242559688248358,0
0.85,DS02,1,0.316227766016838,3,0.161705206628385,0.0892315377501465,0.250936744378531,0
0.85,DS02,1,1,3,0.0393497797750028,0.659317629115329,0.698667408890332,0
0.85,DS02,1,3.16227766016838,3,0.00837347235410799,0.879537300101847,0.887910772455955,0
0.85,DS02,1,10,3,0.010521078735338,0.930458495269607,0.940979574004945,0
0.85,DS02,1,31.6227766016838,3,0.00570549109186757,0.939559421530769,0.945264912622637,0
0.85,DS02,1,100,3,-0.00239158019391424,0.937524040626543,0.935132460432629,0
0.85,DS02,1,316.227766016838,3,-0.00431512502126534,0.87663833068071,0.872323205659444,0
0.85,DS02,1,1000,3,-0.00360626024604712,0.722525322352851,0.718919062106804,0
0.85,DS02,10,0.001,3,0.348600003537327,-0.696837441508884,-0.348237437971557,0
0.85,DS02,10,0.00316227766016838,3,0.348594169870771,-0.696822230583654,-0.348228060712883,0
0.85,DS02,10,0.01,3,0.348575723103375,-0.696774131464329,-0.348198408360954,0
0.85,DS02,10,0.0316227766016838,3,0.437755333242928,-0.696622049187662,-0.258866715944736,0
0.85,DS02,10,0.1,3,0.511664667296414,-0.662154186135872,-0.150489518839457,0
0.85,DS02,10,0.316227766016838,3,0.140291310947361,0.170413167975598,0.31070447892296,0
0.85,DS02,10,1,3,0.0380768762082001,0.708572949833835,0.746649826042035,0
0.85,DS02,10,3.16227766016838,3,0.00615151049555442,0.891944334637531,0.898095845133085,0
0.85,DS02,10,10,3,0.00725285940071191,0.932696753176686,0.939949612577398,0
0.85,DS02,10,31.6227766016838,3,0.00486058417037206,0.939283544630656,0.944144128801028,0
0.85,DS02,10,100,3,-0.0018215031528237,0.935193086216583,0.933371583063759,0
0.85,DS02,10,316.227766016838,3,-0.00403257997449985,0.873984833185834,0.869952253211335,0
0.85,DS02,10,1000,3,-0.00352370368741987,0.72054159033868,0.717017886651261,0
0.85,DS02,100,0.001,3,0.366577480992846,-0.673543880633885,-0.306966399641038,0
0.85,DS02,100,0.00316227766016838,3,0.368602493060053,-0.673519196196767,-0.304916703136712,0
0.85,DS02,100,0.01,3,0.369141567324817,-0.673441150422365,-0.304299583097548,0
0.85,DS02,100,0.0316227766016838,3,0.36904230228816,-0.673194480589004,-0.304152178300843,0
0.85,DS02,100,0.1,3,0.524635852758275,-0.657187854255203,-0.132552001496929,0
0.85,DS02,100,0.316227766016838,3,0.0807197881941848,0.217803442971697,0.298523231165882,0
0.85,DS02,100,1,3,0.0273935336330639,0.774737631475762,0.802131165108826,0
0.85,DS02,100,3.16227766016838,3,0.00785942425991337,0.89893832959743,0.906797753857343,0
0.85,DS02,100,10,3,0.00800783409239724,0.93217695312596,0.940184787218357,0
0.85,DS02,100,31.6227766016838,3,0.00456155400480662,0.939093714586521,0.943655268591327,0
0.85,DS02,100,100,3,-0.00240878565490132,0.934401998419863,0.931993212764961,0
0.85,DS02,100,316.227766016838,3,-0.0041950700906603,0.871957313015842,0.867762242925182,0
0.85,DS02,100,1000,3,-0.00371307664245672,0.718595087266588,0.714882010624131,0
0.85,DS02,1000,0.001,3,0.33959860963325,-0.684958370452516,-0.345359760819266,0
0.85,DS02,1000,0.00316227766016838,3,0.339592768742803,-0.684943096657274,-0.345350327914473,0
0.85,DS02,1000,0.01,3,0.33957429925246,-0.684894798866769,-0.345320499614308,0
0.85,DS02,1000,0.0316227766016838,3,0.355226861339469,-0.67186082463761,-0.31663396329814,0
0.85,DS02,1000,0.1,3,0.504151186735868,-0.670668663242443,-0.166517476506573,0
0.85,DS02,1000,0.316227766016838,3,0.0628104062215265,0.215933990949466,0.278744397170992,0
0.85,DS02,1000,1,3,0.0237864588857122,0.77457148412427,0.798357943009982,0
0.85,DS02,1000,3.16227766016838,3,0.00692452645395533,0.899728884047485,0.90665341050144,0
0.85,DS02,1000,10,3,0.00763039044386082,0.932332105366947,0.939962495810808,0
0.85,DS02,1000,31.6227766016838,3,0.0043387738458389,0.939256636550095,0.943595410395933,0
0.85,DS02,1000,100,3,-0.00242173591616383,0.93441470181207,0.931992965895906,0
0.85,DS02,1000,316.227766016838,3,-0.0042148342678551,0.871905471948542,0.867690637680687,0
0.85,DS02,1000,1000,3,-0.00372009761922835,0.718511377861134,0.714791280241906,0
0.85,DS03,1,0.001,6,0.34153795217537,-0.605448291270447,-0.263910339095077,0
0.85,DS03,1,0.00316227766016838,6,0.341633767642199,-0.605286027361107,-0.263652259718909,0
0.85,DS03,1,0.01,6,0.341935293607383,-0.604773677029582,-0.262838383422199,0
0.85,DS03,1,0.0316227766016838,6,0.324285876257955,-0.574917094013809,-0.250631217755855,0
0.85,DS03,1,0.1,6,0.266962376738405,-0.441311244401596,-0.174348867663191,0
0.85,DS03,1,0.316227766016838,6,0.171728550994668,-0.0208593015486955,0.150869249445972,0
0.85,DS03,1,1,6,0.0536864256978829,0.584848844735835,0.638535270433718,0
0.85,DS03,1,3.16227766016838,6,0.0174589650241458,0.828649809636383,0.846108774660529,0
0.85,DS03,1,10,6,0.00954337432474775,0.919230898541135,0.928774272865883,0
0.85,DS03,1,31.6227766016838,6,0.00202058088651859,0.946566607199566,0.948587188086085,0
0.85,DS03,1,100,6,-0.00747388236135463,0.945743419695042,0.938269537333687,0
0.85,DS03,1,316.227766016838,6,-0.00317624905857447,0.862641818925609,0.859465569867034,0
0.85,DS03,1,1000,6,0.0036187438673313,0.678125995478519,0.68174473934585,0
0.85,DS03,10,0.001,6,0.352552149039863,-0.610843180767425,-0.258291031727561,0
0.85,DS03,10,0.00316227766016838,6,0.352478504507083,-0.610625064423794,-0.258146559916712,0
0.85,DS03,10,0.01,6,0.355626773339175,-0.609937738285185,-0.254310964946009,0
0.85,DS03,10,0.0316227766016838,6,0.39138127187511,-0.607788131036421,-0.216406859161312,0
0.85,DS03,10,0.1,6,0.436896245338604,-0.505100098488269,-0.0682038531496645,0
0.85,DS03,10,0.316227766016838,6,0.149738698198518,0.134496749869677,0.284235448068195,0
0.85,DS03,10,1,6,0.018493874950225,0.710122536809976,0.728616411760201,0
0.85,DS03,10,3.16227766016838,6,0.0105691841529571,0.899319205228944,0.909888389381901,0
0.85,DS03,10,10,6,0.0090804097677956,0.943132466422099,0.952212876189895,0
0.85,DS03,10,31.6227766016838,6,0.00235829108808017,0.957047567926843,0.959405859014923,0
0.85,DS03,10,100,6,-0.00715574198230334,0.950290461231148,0.943134719248844,0
0.85,DS03,10,316.227766016838,6,-0.00295421469746467,0.863293334625683,0.860339119928218,0
0.85,DS03,10,1000,6,0.00363634648064175,0.678134859393182,0.681771205873824,0
0.85,DS03,100,0.001,6,0.353395478495401,-0.612985321617292,-0.259589843121891,0
0.85,DS03,100,0.00316227766016838,6,0.35786186815199,-0.612761738373528,-0.254899870221539,0
0.85,DS03,100,0.01,6,0.372755219006992,-0.6120572602995,-0.239302041292508,0
0.85,DS03,100,0.0316227766016838,6,0.388356038518824,-0.603812444612432,-0.215456406093607,0
0.85,DS03,100,0.1,6,0.369652818505123,-0.476793854485547,-0.107141035980425,0
0.85,DS03,100,0.316227766016838,6,0.144163221640018,0.162662761080805,0.306825982720823,0
0.85,DS03,100,1,6,0.000761378728426794,0.729393452540046,0.730154831268473,0
0.85,DS03,100,3.16227766016838,6,0.00726638940756924,0.907669406638688,0.914935796046257,0
0.85,DS03,100,10,6,0.0101708542424203,0.943533728886689,0.953704583129109,0
0.85,DS03,100,31.6227766016838,6,0.00363344098359934,0.955987744666445,0.959621185650044,0
0.85,DS03,100,100,6,-0.00728534927359713,0.950675151170678,0.943389801897081,0
0.85,DS03,100,316.227766016838,6,-0.00304633641513604,0.864225705046626,0.86117936863149,0
0.85,DS03,100,1000,6,0.00365270968487292,0.67852782749689,0.682180537181763,0
0.85,DS03,1000,0.001,6,0.360519362035391,-0.608834211103212,-0.248314849067821,0
0.85,DS03,1000,0.00316227766016838,6,0.365252822361713,-0.608615524870193,-0.24336270250848,0
0.85,DS03,1000,0.01,6,0.378887962112077,-0.607926473620139,-0.229038511508062,0
0.85,DS03,1000,0.0316227766016838,6,0.391536693060146,-0.598178479994993,-0.206641786934847,0
0.85,DS03,1000,0.1,6,0.36492658548016,-0.47642586072221,-0.11149927524205,0
0.85,DS03,1000,0.316227766016838,6,0.149029531520358,0.15365809770355,0.302687629223908,0
0.85,DS03,1000,1,6,0.000731389830436655,0.733037718309784,0.73376910814022,0
0.85,DS03,1000,3.16227766016838,6,0.00732757227923758,0.908765251464562,0.9160928237438,0
0.85,DS03,1000,10,6,0.0100031013724185,0.944181931364571,0.954185032736989,0
0.85,DS03,1000,31.6227766016838,6,0.00353572913293691,0.956301048113307,0.959836777246245,0
0.85,DS03,1000,100,6,-0.00723386873548549,0.950731327541028,0.943497458805543,0
0.85,DS03,1000,316.227766016838,6,-0.00303299826346095,0.864261281014541,0.861228282751081,0
0.85,DS03,1000,1000,6,0.00364709345415639,0.678555507853411,0.682202601307567,0
0.9,DS02,1,0.001,3,0.394916581710341,-0.69988717188456,-0.304970590174219,0
0.9,DS02,1,0.00316227766016838,3,0.395153412835781,-0.699870114293579,-0.304716701457797,0
0.9,DS02,1,0.01,3,0.395900934964045,-0.699816176342173,-0.303915241378127,0
0.9,DS02,1,0.0316227766016838,3,0.398250848646882,-0.699645638432449,-0.301394789785568,0
0.9,DS02,1,0.1,3,0.382608411139801,-0.642306894104803,-0.259698482965002,0
0.9,DS02,1,0.316227766016838,3,0.209664781860583,-0.027489593422037,0.182175188438546,0
0.9,DS02,1,1,3,0.0380761051727898,0.543853150093831,0.581929255266621,0
0.9,DS02,1,3.16227766016838,3,0.0176164652303174,0.82172802499055,0.839344490220867,0
0.9,DS02,1,10,3,0.00972392843927925,0.92544344648446,0.93516737492374,0
0.9,DS02,1,31.6227766016838,3,0.00639555866897302,0.938843805008761,0.945239363677734,0
0.9,DS02,1,100,3,-0.00160835095816034,0.931627412778973,0.930019061820812,0
0.9,DS02,1,316.227766016838,3,-0.00383191447210999,0.868074405136788,0.864242490664678,0
0.9,DS02,1,1000,3,-0.00380657895170099,0.715792076018983,0.711985497067282,0
0.9,DS02,10,0.001,3,0.468579953421238,-0.704419808658557,-0.235839855237319,0
0.9,DS02,10,0.00316227766016838,3,0.468748339050547,-0.704399924371781,-0.235651585321235,0
0.9,DS02,10,0.01,3,0.469279867499193,-0.704337048953377,-0.235057181454186,0
0.9,DS02,10,0.0316227766016838,3,0.470951221147921,-0.704138261586895,-0.233187040438973,0
0.9,DS02,10,0.1,3,0.516710259280717,-0.703510062066347,-0.186799802785632,0
0.9,DS02,10,0.316227766016838,3,0.163606514509506,0.115970036238368,0.279576550747874,0
0.9,DS02,10,1,3,0.0303984497772641,0.745149290158056,0.77554773993532,0
0.9,DS02,10,3.16227766016838,3,0.00871270358089307,0.896779731127747,0.905492434708639,0
0.9,DS02,10,10,3,0.0067457865188127,0.93262021816532,0.939366004684133,0
0.9,DS02,10,31.6227766016838,3,0.00498480098320211,0.938458674887068,0.94344347587027,0
0.9,DS02,10,100,3,-0.00187326091007352,0.934178646586162,0.932305385676089,0
0.9,DS02,10,316.227766016838,3,-0.00392361281572805,0.872242988737358,0.86831937592163,0
0.9,DS02,10,1000,3,-0.00359462079028683,0.720031098758245,0.716436477967958,0
0.9,DS02,100,0.001,3,0.365825117352994,-0.700490486730449,-0.334665369377454,0
0.9,DS02,100,0.00316227766016838,3,0.36581791328233,-0.700473336659349,-0.334655423377017,0
0.9,DS02,100,0.01,3,0.365795133576687,-0.700419106246322,-0.334623972669635,0
0.9,DS02,100,0.0316227766016838,3,0.372326633597662,-0.700247643353828,-0.327921009756164,0
0.9,DS02,100,0.1,3,0.521290574790773,-0.699705717207204,-0.178415142416431,0
0.9,DS02,100,0.316227766016838,3,0.0963080061735277,0.197485284332263,0.29379329050579,0
0.9,DS02,100,1,3,0.0215578434318379,0.77861079068236,0.800168634114198,0
0.9,DS02,100,3.16227766016838,3,0.0112541105829252,0.895956008245654,0.90721011882858,0
0.9,DS02,100,10,3,0.00769075024103117,0.930827255472629,0.93851800571366,0
0.9,DS02,100,31.6227766016838,3,0.00484129240478035,0.937904357400492,0.942745649805272,0
0.9,DS02,100,100,3,-0.00217407083193318,0.933603430339337,0.931429359507404,0
0.9,DS02,100,316.227766016838,3,-0.00386333513298929,0.870589902850383,0.866726567717394,0
0.9,DS02,100,1000,3,-0.00362314931613531,0.718676802058236,0.715053652742101,0
0.9,DS02,1000,0.001,3,0.365890531515659,-0.700552445895987,-0.334661914380327,0
0.9,DS02,1000,0.00316227766016838,3,0.365883256447072,-0.700535144031873,-0.334651887584801,0
0.9,DS02,1000,0.01,3,0.365860252272932,-0.700480433688374,-0.334620181415443,0
0.9,DS02,1000,0.0316227766016838,3,0.365787522810306,-0.700307453933977,-0.334519931123671,0
0.9,DS02,1000,0.1,3,0.512857732545032,-0.699760699921266,-0.186902967376233,0
0.9,DS02,1000,0.316227766016838,3,0.0920927257247749,0.184295227209196,0.276387952933971,0
0.9,DS02,1000,1,3,0.0204756687579677,0.778429029875856,0.798904698633824,0
0.9,DS02,1000,3.16227766016838,3,0.0108259431314603,0.895614016856068,0.906439959987529,0
0.9,DS02,1000,10,3,0.007546343438313,0.930725888153169,0.938272231591482,0
0.9,DS02,1000,31.6227766016838,3,0.00476349206819044,0.937824865643772,0.942588357711962,0
0.9,DS02,1000,100,3,-0.00220777136757052,0.933642048676412,0.931434277308841,0
0.9,DS02,1000,316.227766016838,3,-0.0038518394852978,0.870672245705648,0.86682040622035,0
0.9,DS02,1000,1000,3,-0.00361532570193268,0.71874005960633,0.715124733904398,0
0.9,DS03,1,0.001,6,0.412721969677998,-0.641361405252789,-0.228639435574791,0
0.9,DS03,1,0.00316227766016838,6,0.412739058005362,-0.641347157942158,-0.228608099936796,0
0.9,DS03,1,0.01,6,0.412793061040979,-0.641302105922875,-0.228509044881895,0
0.9,DS03,1,0.0316227766016838,6,0.412963484145644,-0.641159658253832,-0.228196174108187,0
0.9,DS03,1,0.1,6,0.331912117259904,-0.538966364013812,-0.207054246753907,0
0.9,DS03,1,0.316227766016838,6,0.192768554504367,-0.129737883191847,0.06303067131252,0
0.9,DS03,1,1,6,0.086261300082428,0.433200288195871,0.519461588278299,0
0.9,DS03,1,3.16227766016838,6,0.00586239346724993,0.799121709702733,0.804984103169983,0
0.9,DS03,1,10,6,0.0126559311865174,0.909808913748969,0.922464844935486,0
0.9,DS03,1,31.6227766016838,6,0.0073122140842964,0.940184905410564,0.94749711949486,0
0.9,DS03,1,100,6,-0.00685319040896632,0.945736054338191,0.938882863929225,0
0.9,DS03,1,316.227766016838,6,-0.00296456979883828,0.865313556760358,0.86234898696152,0
0.9,DS03,1,1000,6,0.00409327961494545,0.680007577363482,0.684100856978427,0
0.9,DS03,10,0.001,6,0.402860837039661,-0.635192493880148,-0.232331656840488,0
0.9,DS03,10,0.00316227766016838,6,0.403155060577042,-0.634909703044437,-0.231754642467395,0
0.9,DS03,10,0.01,6,0.410491012532442,-0.629113449016884,-0.218622436484442,0
0.9,DS03,10,0.0316227766016838,6,0.455467004570304,-0.612941122478005,-0.157474117907701,0
0.9,DS03,10,0.1,6,0.341808807689594,-0.414700020633091,-0.0728912129434965,0
0.9,DS03,10,0.316227766016838,6,0.147530648076214,0.202467834135935,0.349998482212149,0
0.9,DS03,10,1,6,0.0199413617441719,0.650728003817646,0.670669365561818,0
0.9,DS03,10,3.16227766016838,6,0.0105240343108417,0.88550216863282,0.896026202943662,0
0.9,DS03,10,10,6,0.014250268675538,0.934540709490351,0.948790978165888,0
0.9,DS03,10,31.6227766016838,6,0.00666120691011862,0.951177926311381,0.9578391332215,0
0.9,DS03,10,100,6,-0.0063942615200171,0.951052753974703,0.944658492454686,0
0.9,DS03,10,316.227766016838,6,-0.00304616227858151,0.867282095231294,0.864235932952712,0
0.9,DS03,10,1000,6,0.00401067323869984,0.681282240073501,0.685292913312201,0
0.9,DS03,100,0.001,6,0.389413669181096,-0.628717586928822,-0.239303917747727,0
0.9,DS03,100,0.00316227766016838,6,0.390411686673786,-0.627121048157727,-0.23670936148394,0
0.9,DS03,100,0.01,6,0.406186952172446,-0.626403547429607,-0.22021659525716,0
0.9,DS03,100,0.0316227766016838,6,0.407709283616041,-0.615396248972519,-0.207686965356478,0
0.9,DS03,100,0.1,6,0.391082228248369,-0.524905290581536,-0.133823062333166,0
0.9,DS03,100,0.316227766016838,6,0.144233953584154,0.123392481741396,0.26762643532555,0
0.9,DS03,100,1,6,0.0057907928164748,0.674047759481478,0.679838552297953,0
0.9,DS03,100,3.16227766016838,6,0.0102288383065182,0.890013886408031,0.900242724714549,0
0.9,DS03,100,10,6,0.0122329463215561,0.937020492910526,0.949253439232082,0
0.9,DS03,100,31.6227766016838,6,0.00511025627116559,0.953258325699951,0.958368581971117,0
0.9,DS03,100,100,6,-0.00679323013995511,0.951325782140042,0.944532552000087,0
0.9,DS03,100,316.227766016838,6,-0.00312075520488813,0.866539173845362,0.863418418640474,0
0.9,DS03,100,1000,6,0.00391520378416814,0.680542137084697,0.684457340868865,0
0.9,DS03,1000,0.001,6,0.384832120337641,-0.62835792558703,-0.243525805249389,0
0.9,DS03,1000,0.00316227766016838,6,0.388676097032264,-0.62759293824484,-0.238916841212575,0
0.9,DS03,1000,0.01,6,0.403492592571351,-0.626875309018303,-0.223382716446951,0
0.9,DS03,1000,0.0316227766016838,6,0.40848057174562,-0.616713629352062,-0.208233057606442,0
0.9,DS03,1000,0.1,6,0.389626605495642,-0.526756384493315,-0.137129778997674,0
0.9,DS03,1000,0.316227766016838,6,0.144978804082425,0.121836085537358,0.266814889619782,0
0.9,DS03,1000,1,6,0.00622888046062227,0.671709014811159,0.677937895271781,0
0.9,DS03,1000,3.16227766016838,6,0.00994815216112817,0.889396709102771,0.8993448612639,0
