subset,unit,cycle,arm,parameter,is_fault,theta_pct
DS03,13,65,truth,fan_eff_mod,0,0
DS03,13,66,truth,fan_eff_mod,0,0
DS03,13,67,truth,fan_eff_mod,0,0
DS03,13,68,truth,fan_eff_mod,0,0
DS03,13,69,truth,fan_eff_mod,0,0
DS03,13,70,truth,fan_eff_mod,0,0
DS03,13,71,truth,fan_eff_mod,0,0
DS03,13,72,truth,fan_eff_mod,0,0
DS03,13,73,truth,fan_eff_mod,0,0
DS03,13,74,truth,fan_eff_mod,0,0
DS03,13,75,truth,fan_eff_mod,0,0
DS03,13,76,truth,fan_eff_mod,0,0
DS03,13,77,truth,fan_eff_mod,0,0
DS03,13,1,truth,fan_flow_mod,0,0
DS03,13,2,truth,fan_flow_mod,0,0
DS03,13,3,truth,fan_flow_mod,0,0
DS03,13,4,truth,fan_flow_mod,0,0
DS03,13,5,truth,fan_flow_mod,0,0
DS03,13,6,truth,fan_flow_mod,0,0
DS03,13,7,truth,fan_flow_mod,0,0
DS03,13,8,truth,fan_flow_mod,0,0
DS03,13,9,truth,fan_flow_mod,0,0
DS03,13,10,truth,fan_flow_mod,0,0
DS03,13,11,truth,fan_flow_mod,0,0
DS03,13,12,truth,fan_flow_mod,0,0
DS03,13,13,truth,fan_flow_mod,0,0
DS03,13,14,truth,fan_flow_mod,0,0
DS03,13,15,truth,fan_flow_mod,0,0
DS03,13,16,truth,fan_flow_mod,0,0
DS03,13,17,truth,fan_flow_mod,0,0
DS03,13,18,truth,fan_flow_mod,0,0
DS03,13,19,truth,fan_flow_mod,0,0
DS03,13,20,truth,fan_flow_mod,0,0
DS03,13,21,truth,fan_flow_mod,0,0
DS03,13,22,truth,fan_flow_mod,0,0
DS03,13,23,truth,fan_flow_mod,0,0
DS03,13,24,truth,fan_flow_mod,0,0
DS03,13,25,truth,fan_flow_mod,0,0
DS03,13,26,truth,fan_flow_mod,0,0
DS03,13,27,truth,fan_flow_mod,0,0
DS03,13,28,truth,fan_flow_mod,0,0
DS03,13,29,truth,fan_flow_mod,0,0
DS03,13,30,truth,fan_flow_mod,0,0
DS03,13,31,truth,fan_flow_mod,0,0
DS03,13,32,truth,fan_flow_mod,0,0
DS03,13,33,truth,fan_flow_mod,0,0
DS03,13,34,truth,fan_flow_mod,0,0
DS03,13,35,truth,fan_flow_mod,0,0
DS03,13,36,truth,fan_flow_mod,0,0
DS03,13,37,truth,fan_flow_mod,0,0
DS03,13,38,truth,fan_flow_mod,0,0
DS03,13,39,truth,fan_flow_mod,0,0
DS03,13,40,truth,fan_flow_mod,0,0
DS03,13,41,truth,fan_flow_mod,0,0
DS03,13,42,truth,fan_flow_mod,0,0
DS03,13,43,truth,fan_flow_mod,0,0
DS03,13,44,truth,fan_flow_mod,0,0
DS03,13,45,truth,fan_flow_mod,0,0
DS03,13,46,truth,fan_flow_mod,0,0
DS03,13,47,truth,fan_flow_mod,0,0
DS03,13,48,truth,fan_flow_mod,0,0
DS03,13,49,truth,fan_flow_mod,0,0
DS03,13,50,truth,fan_flow_mod,0,0
DS03,13,51,truth,fan_flow_mod,0,0
DS03,13,52,truth,fan_flow_mod,0,0
DS03,13,53,truth,fan_flow_mod,0,0
DS03,13,54,truth,fan_flow_mod,0,0
DS03,13,55,truth,fan_flow_mod,0,0
DS03,13,56,truth,fan_flow_mod,0,0
DS03,13,57,truth,fan_flow_mod,0,0
DS03,13,58,truth,fan_flow_mod,0,0
DS03,13,59,truth,fan_flow_mod,0,0
DS03,13,60,truth,fan_flow_mod,0,0
DS03,13,61,truth,fan_flow_mod,0,0
DS03,13,62,truth,fan_flow_mod,0,0
DS03,13,63,truth,fan_flow_mod,0,0
DS03,13,64,truth,fan_flow_mod,0,0
DS03,13,65,truth,fan_flow_mod,0,0
DS03,13,66,truth,fan_flow_mod,0,0
DS03,13,67,truth,fan_flow_mod,0,0
DS03,13,68,truth,fan_flow_mod,0,0
DS03,13,69,truth,fan_flow_mod,0,0
DS03,13,70,truth,fan_flow_mod,0,0
DS03,13,71,truth,fan_flow_mod,0,0
DS03,13,72,truth,fan_flow_mod,0,0
DS03,13,73,truth,fan_flow_mod,0,0
DS03,13,74,truth,fan_flow_mod,0,0
DS03,13,75,truth,fan_flow_mod,0,0
DS03,13,76,truth,fan_flow_mod,0,0
DS03,13,77,truth,fan_flow_mod,0,0
DS03,13,1,truth,HPC_eff_mod,0,0
DS03,13,2,truth,HPC_eff_mod,0,0
DS03,13,3,truth,HPC_eff_mod,0,0
DS03,13,4,truth,HPC_eff_mod,0,0
DS03,13,5,truth,HPC_eff_mod,0,0
DS03,13,6,truth,HPC_eff_mod,0,0
DS03,13,7,truth,HPC_eff_mod,0,0
DS03,13,8,truth,HPC_eff_mod,0,0
DS03,13,9,truth,HPC_eff_mod,0,0
DS03,13,10,truth,HPC_eff_mod,0,0
DS03,13,11,truth,HPC_eff_mod,0,0
DS03,13,12,truth,HPC_eff_mod,0,0
DS03,13,13,truth,HPC_eff_mod,0,0
DS03,13,14,truth,HPC_eff_mod,0,0
DS03,13,15,truth,HPC_eff_mod,0,0
DS03,13,16,truth,HPC_eff_mod,0,0
DS03,13,17,truth,HPC_eff_mod,0,0
DS03,13,18,truth,HPC_eff_mod,0,0
DS03,13,19,truth,HPC_eff_mod,0,0
DS03,13,20,truth,HPC_eff_mod,0,0
DS03,13,21,truth,HPC_eff_mod,0,0
DS03,13,22,truth,HPC_eff_mod,0,0
DS03,13,23,truth,HPC_eff_mod,0,0
DS03,13,24,truth,HPC_eff_mod,0,0
DS03,13,25,truth,HPC_eff_mod,0,0
DS03,13,26,truth,HPC_eff_mod,0,0
DS03,13,27,truth,HPC_eff_mod,0,0
DS03,13,28,truth,HPC_eff_mod,0,0
DS03,13,29,truth,HPC_eff_mod,0,0
DS03,13,30,truth,HPC_eff_mod,0,0
DS03,13,31,truth,HPC_eff_mod,0,0
DS03,13,32,truth,HPC_eff_mod,0,0
DS03,13,33,truth,HPC_eff_mod,0,0
DS03,13,34,truth,HPC_eff_mod,0,0
DS03,13,35,truth,HPC_eff_mod,0,0
DS03,13,36,truth,HPC_eff_mod,0,0
DS03,13,37,truth,HPC_eff_mod,0,0
DS03,13,38,truth,HPC_eff_mod,0,0
DS03,13,39,truth,HPC_eff_mod,0,0
DS03,13,40,truth,HPC_eff_mod,0,0
DS03,13,41,truth,HPC_eff_mod,0,0
DS03,13,42,truth,HPC_eff_mod,0,0
DS03,13,43,truth,HPC_eff_mod,0,0
DS03,13,44,truth,HPC_eff_mod,0,0
DS03,13,45,truth,HPC_eff_mod,0,0
DS03,13,46,truth,HPC_eff_mod,0,0
DS03,13,47,truth,HPC_eff_mod,0,0
DS03,13,48,truth,HPC_eff_mod,0,0
DS03,13,49,truth,HPC_eff_mod,0,0
DS03,13,50,truth,HPC_eff_mod,0,0
DS03,13,51,truth,HPC_eff_mod,0,0
DS03,13,52,truth,HPC_eff_mod,0,0
DS03,13,53,truth,HPC_eff_mod,0,0
DS03,13,54,truth,HPC_eff_mod,0,0
DS03,13,55,truth,HPC_eff_mod,0,0
DS03,13,56,truth,HPC_eff_mod,0,0
DS03,13,57,truth,HPC_eff_mod,0,0
DS03,13,58,truth,HPC_eff_mod,0,0
DS03,13,59,truth,HPC_eff_mod,0,0
DS03,13,60,truth,HPC_eff_mod,0,0
DS03,13,61,truth,HPC_eff_mod,0,0
DS03,13,62,truth,HPC_eff_mod,0,0
DS03,13,63,truth,HPC_eff_mod,0,0
DS03,13,64,truth,HPC_eff_mod,0,0
DS03,13,65,truth,HPC_eff_mod,0,0
DS03,13,66,truth,HPC_eff_mod,0,0
DS03,13,67,truth,HPC_eff_mod,0,0
DS03,13,68,truth,HPC_eff_mod,0,0
DS03,13,69,truth,HPC_eff_mod,0,0
DS03,13,70,truth,HPC_eff_mod,0,0
DS03,13,71,truth,HPC_eff_mod,0,0
DS03,13,72,truth,HPC_eff_mod,0,0
DS03,13,73,truth,HPC_eff_mod,0,0
DS03,13,74,truth,HPC_eff_mod,0,0
DS03,13,75,truth,HPC_eff_mod,0,0
DS03,13,76,truth,HPC_eff_mod,0,0
DS03,13,77,truth,HPC_eff_mod,0,0
DS03,13,1,truth,HPC_flow_mod,0,0
DS03,13,2,truth,HPC_flow_mod,0,0
DS03,13,3,truth,HPC_flow_mod,0,0
DS03,13,4,truth,HPC_flow_mod,0,0
DS03,13,5,truth,HPC_flow_mod,0,0
DS03,13,6,truth,HPC_flow_mod,0,0
DS03,13,7,truth,HPC_flow_mod,0,0
DS03,13,8,truth,HPC_flow_mod,0,0
DS03,13,9,truth,HPC_flow_mod,0,0
DS03,13,10,truth,HPC_flow_mod,0,0
DS03,13,11,truth,HPC_flow_mod,0,0
DS03,13,12,truth,HPC_flow_mod,0,0
DS03,13,13,truth,HPC_flow_mod,0,0
DS03,13,14,truth,HPC_flow_mod,0,0
DS03,13,15,truth,HPC_flow_mod,0,0
DS03,13,16,truth,HPC_flow_mod,0,0
DS03,13,17,truth,HPC_flow_mod,0,0
DS03,13,18,truth,HPC_flow_mod,0,0
DS03,13,19,truth,HPC_flow_mod,0,0
DS03,13,20,truth,HPC_flow_mod,0,0
DS03,13,21,truth,HPC_flow_mod,0,0
DS03,13,22,truth,HPC_flow_mod,0,0
DS03,13,23,truth,HPC_flow_mod,0,0
DS03,13,24,truth,HPC_flow_mod,0,0
DS03,13,25,truth,HPC_flow_mod,0,0
DS03,13,26,truth,HPC_flow_mod,0,0
DS03,13,27,truth,HPC_flow_mod,0,0
DS03,13,28,truth,HPC_flow_mod,0,0
DS03,13,29,truth,HPC_flow_mod,0,0
DS03,13,30,truth,HPC_flow_mod,0,0
DS03,13,31,truth,HPC_flow_mod,0,0
DS03,13,32,truth,HPC_flow_mod,0,0
DS03,13,33,truth,HPC_flow_mod,0,0
DS03,13,34,truth,HPC_flow_mod,0,0
DS03,13,35,truth,HPC_flow_mod,0,0
DS03,13,36,truth,HPC_flow_mod,0,0
DS03,13,37,truth,HPC_flow_mod,0,0
DS03,13,38,truth,HPC_flow_mod,0,0
DS03,13,39,truth,HPC_flow_mod,0,0
DS03,13,40,truth,HPC_flow_mod,0,0
DS03,13,41,truth,HPC_flow_mod,0,0
DS03,13,42,truth,HPC_flow_mod,0,0
DS03,13,43,truth,HPC_flow_mod,0,0
DS03,13,44,truth,HPC_flow_mod,0,0
DS03,13,45,truth,HPC_flow_mod,0,0
DS03,13,46,truth,HPC_flow_mod,0,0
DS03,13,47,truth,HPC_flow_mod,0,0
DS03,13,48,truth,HPC_flow_mod,0,0
DS03,13,49,truth,HPC_flow_mod,0,0
DS03,13,50,truth,HPC_flow_mod,0,0
DS03,13,51,truth,HPC_flow_mod,0,0
DS03,13,52,truth,HPC_flow_mod,0,0
DS03,13,53,truth,HPC_flow_mod,0,0
DS03,13,54,truth,HPC_flow_mod,0,0
DS03,13,55,truth,HPC_flow_mod,0,0
DS03,13,56,truth,HPC_flow_mod,0,0
DS03,13,57,truth,HPC_flow_mod,0,0
DS03,13,58,truth,HPC_flow_mod,0,0
DS03,13,59,truth,HPC_flow_mod,0,0
DS03,13,60,truth,HPC_flow_mod,0,0
DS03,13,61,truth,HPC_flow_mod,0,0
DS03,13,62,truth,HPC_flow_mod,0,0
DS03,13,63,truth,HPC_flow_mod,0,0
DS03,13,64,truth,HPC_flow_mod,0,0
DS03,13,65,truth,HPC_flow_mod,0,0
DS03,13,66,truth,HPC_flow_mod,0,0
DS03,13,67,truth,HPC_flow_mod,0,0
DS03,13,68,truth,HPC_flow_mod,0,0
DS03,13,69,truth,HPC_flow_mod,0,0
DS03,13,70,truth,HPC_flow_mod,0,0
DS03,13,71,truth,HPC_flow_mod,0,0
DS03,13,72,truth,HPC_flow_mod,0,0
DS03,13,73,truth,HPC_flow_mod,0,0
DS03,13,74,truth,HPC_flow_mod,0,0
DS03,13,75,truth,HPC_flow_mod,0,0
DS03,13,76,truth,HPC_flow_mod,0,0
DS03,13,77,truth,HPC_flow_mod,0,0
DS03,13,1,truth,LPT_eff_mod,1,-0.002177481
DS03,13,2,truth,LPT_eff_mod,1,0.008334391
DS03,13,3,truth,LPT_eff_mod,1,-0.006156909
DS03,13,4,truth,LPT_eff_mod,1,-0.02844818
DS03,13,5,truth,LPT_eff_mod,1,-0.006149454
DS03,13,6,truth,LPT_eff_mod,1,-0.03149593
DS03,13,7,truth,LPT_eff_mod,1,-0.005883874
DS03,13,8,truth,LPT_eff_mod,1,-0.03328298
DS03,13,9,truth,LPT_eff_mod,1,-0.001249567
DS03,13,10,truth,LPT_eff_mod,1,-0.004347817
DS03,13,11,truth,LPT_eff_mod,1,-0.02299321
DS03,13,12,truth,LPT_eff_mod,1,-0.04474919
DS03,13,13,truth,LPT_eff_mod,1,-0.04539657
DS03,13,14,truth,LPT_eff_mod,1,-0.03201481
DS03,13,15,truth,LPT_eff_mod,1,-0.04625483
DS03,13,16,truth,LPT_eff_mod,1,-0.02900453
DS03,13,17,truth,LPT_eff_mod,1,-0.03936952
DS03,13,18,truth,LPT_eff_mod,1,-0.02323403
DS03,13,19,truth,LPT_eff_mod,1,-0.06465396
DS03,13,20,truth,LPT_eff_mod,1,-0.05394511
DS03,13,21,truth,LPT_eff_mod,1,-0.07605356
DS03,13,22,truth,LPT_eff_mod,1,-0.05539463
DS03,13,23,truth,LPT_eff_mod,1,-0.07141577
DS03,13,24,truth,LPT_eff_mod,1,-0.07415774
DS03,13,25,truth,LPT_eff_mod,1,-0.08876163
DS03,13,26,truth,LPT_eff_mod,1,-0.09821423
DS03,13,27,truth,LPT_eff_mod,1,-0.102159
DS03,13,28,truth,LPT_eff_mod,1,-0.1030656
DS03,13,29,truth,LPT_eff_mod,1,-0.1058118
DS03,13,30,truth,LPT_eff_mod,1,-0.1121795
DS03,13,31,truth,LPT_eff_mod,1,-0.1148277
DS03,13,32,truth,LPT_eff_mod,1,-0.1195373
DS03,13,33,truth,LPT_eff_mod,1,-0.1449728
DS03,13,34,truth,LPT_eff_mod,1,-0.1671647
DS03,13,35,truth,LPT_eff_mod,1,-0.17107
DS03,13,36,truth,LPT_eff_mod,1,-0.1782255
DS03,13,37,truth,LPT_eff_mod,1,-0.1847945
DS03,13,38,truth,LPT_eff_mod,1,-0.1831145
DS03,13,39,truth,LPT_eff_mod,1,-0.2139159
DS03,13,40,truth,LPT_eff_mod,1,-0.207973
DS03,13,41,truth,LPT_eff_mod,1,-0.2380495
DS03,13,42,truth,LPT_eff_mod,1,-0.2398941
DS03,13,43,truth,LPT_eff_mod,1,-0.2798597
DS03,13,44,truth,LPT_eff_mod,1,-0.3045626
DS03,13,45,truth,LPT_eff_mod,1,-0.2882279
DS03,13,46,truth,LPT_eff_mod,1,-0.330323
DS03,13,47,truth,LPT_eff_mod,1,-0.3229643
DS03,13,48,truth,LPT_eff_mod,1,-0.3636985
DS03,13,49,truth,LPT_eff_mod,1,-0.3945665
DS03,13,50,truth,LPT_eff_mod,1,-0.4122893
DS03,13,51,truth,LPT_eff_mod,1,-0.4306375
DS03,13,52,truth,LPT_eff_mod,1,-0.4505711
DS03,13,53,truth,LPT_eff_mod,1,-0.4810883
DS03,13,54,truth,LPT_eff_mod,1,-0.5263019
DS03,13,55,truth,LPT_eff_mod,1,-0.5287179
DS03,13,56,truth,LPT_eff_mod,1,-0.5993609
DS03,13,57,truth,LPT_eff_mod,1,-0.6110043
DS03,13,58,truth,LPT_eff_mod,1,-0.6596485
DS03,13,59,truth,LPT_eff_mod,1,-0.7193756
DS03,13,60,truth,LPT_eff_mod,1,-0.7593485
DS03,13,61,truth,LPT_eff_mod,1,-0.8083207
DS03,13,62,truth,LPT_eff_mod,1,-0.8596773
DS03,13,63,truth,LPT_eff_mod,1,-0.9260008
DS03,13,64,truth,LPT_eff_mod,1,-0.9518918
DS03,13,65,truth,LPT_eff_mod,1,-1.027888
DS03,13,66,truth,LPT_eff_mod,1,-1.089676
DS03,13,67,truth,LPT_eff_mod,1,-1.153753
DS03,13,68,truth,LPT_eff_mod,1,-1.224244
DS03,13,69,truth,LPT_eff_mod,1,-1.301293
DS03,13,70,truth,LPT_eff_mod,1,-1.383848
DS03,13,71,truth,LPT_eff_mod,1,-1.472076
DS03,13,72,truth,LPT_eff_mod,1,-1.572496
DS03,13,73,truth,LPT_eff_mod,1,-1.657586
DS03,13,74,truth,LPT_eff_mod,1,-1.779396
DS03,13,75,truth,LPT_eff_mod,1,-1.901726
DS03,13,76,truth,LPT_eff_mod,1,-2.01019
DS03,13,77,truth,LPT_eff_mod,1,-2.134306
DS03,13,1,truth,LPT_flow_mod,1,-0.005833736
DS03,13,2,truth,LPT_flow_mod,1,0.01137821
DS03,13,3,truth,LPT_flow_mod,1,-0.005544472
DS03,13,4,truth,LPT_flow_mod,1,-0.01437076
DS03,13,5,truth,LPT_flow_mod,1,-0.005296971
DS03,13,6,truth,LPT_flow_mod,1,-0.004168228
DS03,13,7,truth,LPT_flow_mod,1,-0.0004351224
DS03,13,8,truth,LPT_flow_mod,1,-0.0209526
DS03,13,9,truth,LPT_flow_mod,1,-0.02124402
DS03,13,10,truth,LPT_flow_mod,1,-0.01095195
DS03,13,11,truth,LPT_flow_mod,1,-0.03253112
DS03,13,12,truth,LPT_flow_mod,1,-0.03319373
DS03,13,13,truth,LPT_flow_mod,1,-0.008240843
DS03,13,14,truth,LPT_flow_mod,1,-0.01531292
DS03,13,15,truth,LPT_flow_mod,1,-0.03031295
DS03,13,16,truth,LPT_flow_mod,1,-0.04700962
DS03,13,17,truth,LPT_flow_mod,1,-0.01088698
DS03,13,18,truth,LPT_flow_mod,1,-0.04243238
DS03,13,19,truth,LPT_flow_mod,1,-0.05424158
DS03,13,20,truth,LPT_flow_mod,1,-0.04000868
DS03,13,21,truth,LPT_flow_mod,1,-0.01245605
DS03,13,22,truth,LPT_flow_mod,1,-0.0559172
DS03,13,23,truth,LPT_flow_mod,1,-0.03658565
DS03,13,24,truth,LPT_flow_mod,1,-0.07714203
DS03,13,25,truth,LPT_flow_mod,1,-0.05762567
DS03,13,26,truth,LPT_flow_mod,1,-0.08829375
DS03,13,27,truth,LPT_flow_mod,1,-0.07360685
DS03,13,28,truth,LPT_flow_mod,1,-0.05922239
DS03,13,29,truth,LPT_flow_mod,1,-0.09718984
DS03,13,30,truth,LPT_flow_mod,1,-0.07120857
DS03,13,31,truth,LPT_flow_mod,1,-0.06717843
DS03,13,32,truth,LPT_flow_mod,1,-0.08178564
DS03,13,33,truth,LPT_flow_mod,1,-0.1185352
DS03,13,34,truth,LPT_flow_mod,1,-0.1082626
DS03,13,35,truth,LPT_flow_mod,1,-0.08085765
DS03,13,36,truth,LPT_flow_mod,1,-0.07886308
DS03,13,37,truth,LPT_flow_mod,1,-0.07506726
DS03,13,38,truth,LPT_flow_mod,1,-0.1066697
DS03,13,39,truth,LPT_flow_mod,1,-0.07281169
DS03,13,40,truth,LPT_flow_mod,1,-0.140813
DS03,13,41,truth,LPT_flow_mod,1,-0.1042092
DS03,13,42,truth,LPT_flow_mod,1,-0.1396326
DS03,13,43,truth,LPT_flow_mod,1,-0.1711141
DS03,13,44,truth,LPT_flow_mod,1,-0.1632144
DS03,13,45,truth,LPT_flow_mod,1,-0.1528826
DS03,13,46,truth,LPT_flow_mod,1,-0.1450489
DS03,13,47,truth,LPT_flow_mod,1,-0.2150576
DS03,13,48,truth,LPT_flow_mod,1,-0.2061919
DS03,13,49,truth,LPT_flow_mod,1,-0.1515473
DS03,13,50,truth,LPT_flow_mod,1,-0.2546202
DS03,13,51,truth,LPT_flow_mod,1,-0.2130031
DS03,13,52,truth,LPT_flow_mod,1,-0.1993206
DS03,13,53,truth,LPT_flow_mod,1,-0.2052992
DS03,13,54,truth,LPT_flow_mod,1,-0.2020595
DS03,13,55,truth,LPT_flow_mod,1,-0.2764133
DS03,13,56,truth,LPT_flow_mod,1,-0.2399495
DS03,13,57,truth,LPT_flow_mod,1,-0.2693125
DS03,13,58,truth,LPT_flow_mod,1,-0.2876721
DS03,13,59,truth,LPT_flow_mod,1,-0.2653782
DS03,13,60,truth,LPT_flow_mod,1,-0.2557862
