subset,unit,cycle_index,cycle,parameter,is_fault,theta_true_pct,theta_D_pct,theta_B_pct
DS03,13,70,70,HPT_eff_mod,1,-0.571388800884504,-0.562791914187385,-0.57449996903515
DS03,13,71,71,HPT_eff_mod,1,-0.573192546761304,-0.562791914187385,-0.522457562926095
DS03,13,72,72,HPT_eff_mod,1,-0.615041347728424,-0.574529902561319,-0.572551416121564
DS03,13,73,73,HPT_eff_mod,1,-0.639326176648454,-0.644675569854983,-0.656933817907044
DS03,13,74,74,HPT_eff_mod,1,-0.660054316297046,-0.684395077833935,-0.674534810785686
DS03,13,75,75,HPT_eff_mod,1,-0.692467768233991,-0.727202502227374,-0.730940093967986
DS03,13,76,76,HPT_eff_mod,1,-0.73424342047023,-0.727202502227374,-0.73282196330674
DS03,13,77,77,HPT_eff_mod,1,-0.774981116563406,-0.760920443142397,-0.778713929523538
DS03,13,1,1,fan_eff_mod,0,0,-0,-0.0112793686067902
DS03,13,2,2,fan_eff_mod,0,0,-0,0.0304183642223341
DS03,13,3,3,fan_eff_mod,0,0,-0,-0.0191389956155441
DS03,13,4,4,fan_eff_mod,0,0,-0,0.0395295570400462
DS03,13,5,5,fan_eff_mod,0,0,-0,0.0359935590704932
DS03,13,6,6,fan_eff_mod,0,0,-0,0.0238413605050449
DS03,13,7,7,fan_eff_mod,0,0,-0,-0.0145734401944727
DS03,13,8,8,fan_eff_mod,0,0,-0,-0.0225548819438158
DS03,13,9,9,fan_eff_mod,0,0,-0,0.0278829295591639
DS03,13,10,10,fan_eff_mod,0,0,-0,0.0303207965170587
DS03,13,11,11,fan_eff_mod,0,0,-0,0.0220052105215525
DS03,13,12,12,fan_eff_mod,0,0,-0,0.0303257077785942
DS03,13,13,13,fan_eff_mod,0,0,-0,0.0323005050286112
DS03,13,14,14,fan_eff_mod,0,0,-0,0.0345878848130791
DS03,13,15,15,fan_eff_mod,0,0,-0,-0.0285627109280777
DS03,13,16,16,fan_eff_mod,0,0,-0,-0.0111701541068
DS03,13,17,17,fan_eff_mod,0,0,-0,0.0637185780481854
DS03,13,18,18,fan_eff_mod,0,0,-0,-0.0037436605459395
DS03,13,19,19,fan_eff_mod,0,0,-0,-0.0154824929022493
DS03,13,20,20,fan_eff_mod,0,0,-0,-0.035721305803885
DS03,13,21,21,fan_eff_mod,0,0,-0,0.0144982916788715
DS03,13,22,22,fan_eff_mod,0,0,-0,0.0129038995292947
DS03,13,23,23,fan_eff_mod,0,0,-0,-0.0250751887323595
DS03,13,24,24,fan_eff_mod,0,0,-0,0.0232093779729821
DS03,13,25,25,fan_eff_mod,0,0,-0,0.0538192817284595
DS03,13,26,26,fan_eff_mod,0,0,-0,-0.0714916993400309
DS03,13,27,27,fan_eff_mod,0,0,-0,-0.0121218419398505
DS03,13,28,28,fan_eff_mod,0,0,-0,0.0343431610416839
DS03,13,29,29,fan_eff_mod,0,0,-0,0.0211525543240923
DS03,13,30,30,fan_eff_mod,0,0,-0,-0.0391105530195996
DS03,13,31,31,fan_eff_mod,0,0,-0,0.0148971462368642
DS03,13,32,32,fan_eff_mod,0,0,-0,0.0383054330807772
DS03,13,33,33,fan_eff_mod,0,0,-0,0.00644935700994015
DS03,13,34,34,fan_eff_mod,0,0,-0,-0.0286913541127616
DS03,13,35,35,fan_eff_mod,0,0,-0.00705681103889573,-0.0401902820109215
DS03,13,36,36,fan_eff_mod,0,0,-0.00705681103889573,-0.0505730663327059
DS03,13,37,37,fan_eff_mod,0,0,-0.00705681103889573,0.00730128506715192
DS03,13,38,38,fan_eff_mod,0,0,-0.00705681103889573,-0.0307819748335785
DS03,13,39,39,fan_eff_mod,0,0,-0.0239041024959992,-0.0691558473400252
DS03,13,40,40,fan_eff_mod,0,0,-0.0239041024959992,-0.0522764585154092
DS03,13,41,41,fan_eff_mod,0,0,-0.0239041024959992,-0.095072071048774
DS03,13,42,42,fan_eff_mod,0,0,-0.0239041024959992,-0.075119671059242
DS03,13,43,43,fan_eff_mod,0,0,-0.0239041024959992,-0.0662985452707896
DS03,13,44,44,fan_eff_mod,0,0,-0.0239041024959992,-0.0595906021124697
DS03,13,45,45,fan_eff_mod,0,0,-0.0239041024959992,-0.0131968647369022
DS03,13,46,46,fan_eff_mod,0,0,-0.0239041024959992,2.59793300167396e-05
DS03,13,47,47,fan_eff_mod,0,0,-0.0239041024959992,-0.0123317838421484
DS03,13,48,48,fan_eff_mod,0,0,-0.0239041024959992,-0.0308666439919047
DS03,13,49,49,fan_eff_mod,0,0,-0.0239041024959992,-0.102256596121209
DS03,13,50,50,fan_eff_mod,0,0,-0.0239041024959992,-0.0215666130242807
DS03,13,51,51,fan_eff_mod,0,0,-0.0239041024959992,-0.0435918115162853
DS03,13,52,52,fan_eff_mod,0,0,-0.0239041024959992,-0.0366136661584046
DS03,13,53,53,fan_eff_mod,0,0,-0.0239041024959992,-0.0463561902020561
DS03,13,54,54,fan_eff_mod,0,0,-0.0291910271847222,-0.0477784253461259
DS03,13,55,55,fan_eff_mod,0,0,-0.0291910271847222,-0.0845389559574672
DS03,13,56,56,fan_eff_mod,0,0,-0.0564526892274426,-0.0910967422934104
DS03,13,57,57,fan_eff_mod,0,0,-0.0584456727403995,-0.130764174003548
DS03,13,58,58,fan_eff_mod,0,0,-0.0584456727403995,-0.124135920314433
DS03,13,59,59,fan_eff_mod,0,0,-0.0584456727403995,-0.0917442369635506
DS03,13,60,60,fan_eff_mod,0,0,-0.0584456727403995,-0.0634560106572397
DS03,13,61,61,fan_eff_mod,0,0,-0.0584456727403995,-0.111228885134327
DS03,13,62,62,fan_eff_mod,0,0,-0.0654860049981428,-0.135580102344269
DS03,13,63,63,fan_eff_mod,0,0,-0.0654860049981428,-0.172352341734473
DS03,13,64,64,fan_eff_mod,0,0,-0.0654860049981428,-0.175006956294585
DS03,13,65,65,fan_eff_mod,0,0,-0.0759801450171622,-0.17952790895627
DS03,13,66,66,fan_eff_mod,0,0,-0.0759801450171622,-0.113311728243219
DS03,13,67,67,fan_eff_mod,0,0,-0.107584731601621,-0.211659603741398
DS03,13,68,68,fan_eff_mod,0,0,-0.107584731601621,-0.183614432481398
DS03,13,69,69,fan_eff_mod,0,0,-0.107584731601621,-0.246407231787093
DS03,13,70,70,fan_eff_mod,0,0,-0.130894574457731,-0.215237464039368
DS03,13,71,71,fan_eff_mod,0,0,-0.130894574457731,-0.2529371888117
DS03,13,72,72,fan_eff_mod,0,0,-0.150883926198081,-0.302504593650747
DS03,13,73,73,fan_eff_mod,0,0,-0.162566790246468,-0.338336025181772
DS03,13,74,74,fan_eff_mod,0,0,-0.208323659576919,-0.388383319934794
DS03,13,75,75,fan_eff_mod,0,0,-0.208993023123594,-0.413014482640112
DS03,13,76,76,fan_eff_mod,0,0,-0.208993023123594,-0.377163940577453
DS03,13,77,77,fan_eff_mod,0,0,-0.217414300911462,-0.391883671638748
DS03,13,1,1,fan_flow_mod,0,0,-0,-0.0118033115045649
DS03,13,2,2,fan_flow_mod,0,0,-0,0.00272280359315311
DS03,13,3,3,fan_flow_mod,0,0,-0,0.00908050791141181
DS03,13,4,4,fan_flow_mod,0,0,-0,0.027442460482848
DS03,13,5,5,fan_flow_mod,0,0,-0,0.00948517596722007
DS03,13,6,6,fan_flow_mod,0,0,-0,0.0202894058997273
DS03,13,7,7,fan_flow_mod,0,0,-0,-0.0300319809989532
DS03,13,8,8,fan_flow_mod,0,0,-0,-0.040437241276124
DS03,13,9,9,fan_flow_mod,0,0,-0,0.0264331551980447
DS03,13,10,10,fan_flow_mod,0,0,-0,0.0307596985077171
DS03,13,11,11,fan_flow_mod,0,0,-0,0.00521318014126159
DS03,13,12,12,fan_flow_mod,0,0,-0,0.0188424506591977
DS03,13,13,13,fan_flow_mod,0,0,-0,0.0251297331163265
DS03,13,14,14,fan_flow_mod,0,0,-0,0.0204232134569844
DS03,13,15,15,fan_flow_mod,0,0,-0,-0.0428500670777301
DS03,13,16,16,fan_flow_mod,0,0,-0,-0.0220590381790163
DS03,13,17,17,fan_flow_mod,0,0,-0,0.0429855361115789
DS03,13,18,18,fan_flow_mod,0,0,-0,0.0237461394272005
DS03,13,19,19,fan_flow_mod,0,0,-0,0.0124681537964341
DS03,13,20,20,fan_flow_mod,0,0,-0,-0.0378289350731283
DS03,13,21,21,fan_flow_mod,0,0,-0,0.0169010999334167
DS03,13,22,22,fan_flow_mod,0,0,-0,0.0176712918800517
DS03,13,23,23,fan_flow_mod,0,0,-0,0.000206720126419557
DS03,13,24,24,fan_flow_mod,0,0,-0,-0.0131858859759242
DS03,13,25,25,fan_flow_mod,0,0,-0,0.0201195735537967
DS03,13,26,26,fan_flow_mod,0,0,-0,-0.0240278683396898
DS03,13,27,27,fan_flow_mod,0,0,-0,0.0232718304136391
DS03,13,28,28,fan_flow_mod,0,0,-0,0.0211397618896937
DS03,13,29,29,fan_flow_mod,0,0,-0,-0.0047497673319979
DS03,13,30,30,fan_flow_mod,0,0,-0,-0.0310940392322215
DS03,13,31,31,fan_flow_mod,0,0,-0,0.0208321529164808
DS03,13,32,32,fan_flow_mod,0,0,-0,0.0579134147202356
DS03,13,33,33,fan_flow_mod,0,0,-0,0.0196940995421487
DS03,13,34,34,fan_flow_mod,0,0,-0,-0.00777998178847408
DS03,13,35,35,fan_flow_mod,0,0,-0,-0.000525083087639587
DS03,13,36,36,fan_flow_mod,0,0,-0,-0.0123395583947261
DS03,13,37,37,fan_flow_mod,0,0,-0,0.0219651535947037
DS03,13,38,38,fan_flow_mod,0,0,-0,-0.00118716018131669
DS03,13,39,39,fan_flow_mod,0,0,-0,0.0108975709196845
DS03,13,40,40,fan_flow_mod,0,0,-0,-0.00490387120832788
DS03,13,41,41,fan_flow_mod,0,0,-0,-0.0361442600344452
DS03,13,42,42,fan_flow_mod,0,0,-0,0.00320020997014293
DS03,13,43,43,fan_flow_mod,0,0,-0,-0.0353241875421991
DS03,13,44,44,fan_flow_mod,0,0,-0,0.0187746738610409
DS03,13,45,45,fan_flow_mod,0,0,-0,0.0226629119048743
DS03,13,46,46,fan_flow_mod,0,0,-0,0.0320844427463152
DS03,13,47,47,fan_flow_mod,0,0,-0,0.0315428443299853
DS03,13,48,48,fan_flow_mod,0,0,-0,0.0390074578723009
DS03,13,49,49,fan_flow_mod,0,0,-0,-0.00253254933584588
DS03,13,50,50,fan_flow_mod,0,0,-0,0.0219013810204372
DS03,13,51,51,fan_flow_mod,0,0,-0,0.0419663818718331
DS03,13,52,52,fan_flow_mod,0,0,-0,0.0043481489489524
DS03,13,53,53,fan_flow_mod,0,0,-0,0.00490010404058799
DS03,13,54,54,fan_flow_mod,0,0,-0,0.0607824271048096
DS03,13,55,55,fan_flow_mod,0,0,-0,-0.00147615702340366
DS03,13,56,56,fan_flow_mod,0,0,-0,0.0201254000519837
DS03,13,57,57,fan_flow_mod,0,0,-0,0.0408938802529356
DS03,13,58,58,fan_flow_mod,0,0,-0,0.0307238184821102
DS03,13,59,59,fan_flow_mod,0,0,-0,0.0314999241668802
DS03,13,60,60,fan_flow_mod,0,0,-0,0.0822401014441839
DS03,13,61,61,fan_flow_mod,0,0,-0,0.0264388720887935
DS03,13,62,62,fan_flow_mod,0,0,-0,0.0339476190775763
DS03,13,63,63,fan_flow_mod,0,0,-0,0.00434897537240191
DS03,13,64,64,fan_flow_mod,0,0,-0,-0.022740527032114
DS03,13,65,65,fan_flow_mod,0,0,-0,0.0637811112833155
DS03,13,66,66,fan_flow_mod,0,0,-0,0.0248065421281825
DS03,13,67,67,fan_flow_mod,0,0,-0,0.0736294317317751
DS03,13,68,68,fan_flow_mod,0,0,-0,0.0358612755484925
DS03,13,69,69,fan_flow_mod,0,0,-0,0.0302405377983909
DS03,13,70,70,fan_flow_mod,0,0,-0,0.0586143701655694
DS03,13,71,71,fan_flow_mod,0,0,-0,-0.00770380710551953
DS03,13,72,72,fan_flow_mod,0,0,-0,-0.019588887189937
DS03,13,73,73,fan_flow_mod,0,0,-0,0.0723033202146263
DS03,13,74,74,fan_flow_mod,0,0,-0,0.0652349959427345
DS03,13,75,75,fan_flow_mod,0,0,-0,0.0854556604249561
DS03,13,76,76,fan_flow_mod,0,0,-0,0.0692628916392732
DS03,13,77,77,fan_flow_mod,0,0,-0,0.093742055893996
DS03,13,1,1,HPC_eff_mod,0,0,-0,-0.00672442012624818
DS03,13,2,2,HPC_eff_mod,0,0,-0,0.018626350557085
DS03,13,3,3,HPC_eff_mod,0,0,-0,-0.0119019304308368
DS03,13,4,4,HPC_eff_mod,0,0,-0,0.00792852024460483
DS03,13,5,5,HPC_eff_mod,0,0,-0,0.0524268125194257
DS03,13,6,6,HPC_eff_mod,0,0,-0,-0.0524845621373196
DS03,13,7,7,HPC_eff_mod,0,0,-0,-0.0236125484427376
DS03,13,8,8,HPC_eff_mod,0,0,-0,0.0297632885535524
DS03,13,9,9,HPC_eff_mod,0,0,-0,-0.00523003722600546
DS03,13,10,10,HPC_eff_mod,0,0,-0,0.0114049719961274
DS03,13,11,11,HPC_eff_mod,0,0,-0,0.00942591710695675
DS03,13,12,12,HPC_eff_mod,0,0,-0,0.0250453628026852
DS03,13,13,13,HPC_eff_mod,0,0,-0,0.00201406344720438
DS03,13,14,14,HPC_eff_mod,0,0,-0,0.00278330626555024
DS03,13,15,15,HPC_eff_mod,0,0,-0,0.0200049146656532
DS03,13,16,16,HPC_eff_mod,0,0,-0,0.0210656032603039
DS03,13,17,17,HPC_eff_mod,0,0,-0,0.0270149974072533
DS03,13,18,18,HPC_eff_mod,0,0,-0,-0.0253286328803823
DS03,13,19,19,HPC_eff_mod,0,0,-0,0.00417126361737455
DS03,13,20,20,HPC_eff_mod,0,0,-0,0.00566385566808639
DS03,13,21,21,HPC_eff_mod,0,0,-0,-0.00315997260315462
DS03,13,22,22,HPC_eff_mod,0,0,-0,0.00492158395700991
DS03,13,23,23,HPC_eff_mod,0,0,-0,-0.00904921642752303
DS03,13,24,24,HPC_eff_mod,0,0,-0,0.0516464872835813
DS03,13,25,25,HPC_eff_mod,0,0,-0,0.0595126165898398
DS03,13,26,26,HPC_eff_mod,0,0,-0,0.021222779854782
DS03,13,27,27,HPC_eff_mod,0,0,-0,-0.0232330967807676
DS03,13,28,28,HPC_eff_mod,0,0,-0,0.00138757680967673
DS03,13,29,29,HPC_eff_mod,0,0,-0,0.0115339639557558
DS03,13,30,30,HPC_eff_mod,0,0,-0,0.00602302892694218
DS03,13,31,31,HPC_eff_mod,0,0,-0,0.00673524022449472
DS03,13,32,32,HPC_eff_mod,0,0,-0,0.0337871100589311
DS03,13,33,33,HPC_eff_mod,0,0,-0,-0.0149474382212827
DS03,13,34,34,HPC_eff_mod,0,0,-0,0.0199589585878272
DS03,13,35,35,HPC_eff_mod,0,0,-0,0.0329237458237385
DS03,13,36,36,HPC_eff_mod,0,0,-0,0.00859913354017025
DS03,13,37,37,HPC_eff_mod,0,0,-0,-0.00441438796077414
DS03,13,38,38,HPC_eff_mod,0,0,-0,0.0311773181802942
DS03,13,39,39,HPC_eff_mod,0,0,-0,-0.0103675140031485
DS03,13,40,40,HPC_eff_mod,0,0,-0,-0.00810691610191956
DS03,13,41,41,HPC_eff_mod,0,0,-0,0.00127020712875135
DS03,13,42,42,HPC_eff_mod,0,0,-0,-0.00718920999274051
DS03,13,43,43,HPC_eff_mod,0,0,-0,-0.00280689642826304
DS03,13,44,44,HPC_eff_mod,0,0,-0,0.00924559342043356
DS03,13,45,45,HPC_eff_mod,0,0,-0,0.0200821188267818
DS03,13,46,46,HPC_eff_mod,0,0,-0,0.024584062125401
DS03,13,47,47,HPC_eff_mod,0,0,-0,-0.0582255546933404
DS03,13,48,48,HPC_eff_mod,0,0,-0,0.00901868520995324
DS03,13,49,49,HPC_eff_mod,0,0,-0,-0.00973942380957166
DS03,13,50,50,HPC_eff_mod,0,0,-0,0.0590378415999708
DS03,13,51,51,HPC_eff_mod,0,0,-0,-0.00101317503478778
DS03,13,52,52,HPC_eff_mod,0,0,-0,-0.00312016890408673
DS03,13,53,53,HPC_eff_mod,0,0,-0,0.0539003031899591
DS03,13,54,54,HPC_eff_mod,0,0,-0,0.0107461103646024
DS03,13,55,55,HPC_eff_mod,0,0,-0,0.0347113948439119
DS03,13,56,56,HPC_eff_mod,0,0,-0,-0.0171039453983645
DS03,13,57,57,HPC_eff_mod,0,0,-0.00477099140869497,-0.00145654239874432
DS03,13,58,58,HPC_eff_mod,0,0,-0.00477099140869497,0.00189807360690271
DS03,13,59,59,HPC_eff_mod,0,0,-0.00477099140869497,-0.054760635430808
DS03,13,60,60,HPC_eff_mod,0,0,-0.00477099140869497,0.00970264038994301
DS03,13,61,61,HPC_eff_mod,0,0,-0.00477099140869497,0.021905933391783
DS03,13,62,62,HPC_eff_mod,0,0,-0.00477099140869497,-0.0155751073822873
DS03,13,63,63,HPC_eff_mod,0,0,-0.00477099140869497,0.00533590145093479
DS03,13,64,64,HPC_eff_mod,0,0,-0.00477099140869497,0.000145626036918038
DS03,13,65,65,HPC_eff_mod,0,0,-0.0130236468651159,-0.00696655373717288
DS03,13,66,66,HPC_eff_mod,0,0,-0.0130236468651159,-0.0144855487772571
DS03,13,67,67,HPC_eff_mod,0,0,-0.024508870132656,-0.00368309092961837
DS03,13,68,68,HPC_eff_mod,0,0,-0.024508870132656,-0.0684809096154372
DS03,13,69,69,HPC_eff_mod,0,0,-0.024508870132656,0.00199253215873849
DS03,13,70,70,HPC_eff_mod,0,0,-0.0272668922622384,-0.0119489576029577
DS03,13,71,71,HPC_eff_mod,0,0,-0.0272668922622384,-0.0780966181258263
DS03,13,72,72,HPC_eff_mod,0,0,-0.0272668922622384,-0.0430757479726264
DS03,13,73,73,HPC_eff_mod,0,0,-0.0272668922622384,0.00511972342411898
DS03,13,74,74,HPC_eff_mod,0,0,-0.0330001227034998,-0.0431886820799503
DS03,13,75,75,HPC_eff_mod,0,0,-0.0330001227034998,0.000336986328748865
DS03,13,76,76,HPC_eff_mod,0,0,-0.0330001227034998,-0.0485498900617476
DS03,13,77,77,HPC_eff_mod,0,0,-0.0387158531295302,-0.0402867679470612
DS03,13,1,1,HPC_flow_mod,0,0,-0,0.00432848602959001
DS03,13,2,2,HPC_flow_mod,0,0,-0,0.011500610285926
DS03,13,3,3,HPC_flow_mod,0,0,-0,-0.015829096315516
DS03,13,4,4,HPC_flow_mod,0,0,-0,0.0182695140322143
DS03,13,5,5,HPC_flow_mod,0,0,-0,0.0420872897322077
DS03,13,6,6,HPC_flow_mod,0,0,-0,-0.0283267010255711
DS03,13,7,7,HPC_flow_mod,0,0,-0,-0.0332792372460403
DS03,13,8,8,HPC_flow_mod,0,0,-0,0.0269071767577174
DS03,13,9,9,HPC_flow_mod,0,0,-0,0.00645663765461145
DS03,13,10,10,HPC_flow_mod,0,0,-0,-0.00306957245483577
DS03,13,11,11,HPC_flow_mod,0,0,-0,-0.0026702548296304
DS03,13,12,12,HPC_flow_mod,0,0,-0,0.0193136146444674
DS03,13,13,13,HPC_flow_mod,0,0,-0,-0.0211691330538409
DS03,13,14,14,HPC_flow_mod,0,0,-0,-0.0217315287497406
DS03,13,15,15,HPC_flow_mod,0,0,-0,0.0340174242519914
DS03,13,16,16,HPC_flow_mod,0,0,-0,0.0186076468522175
DS03,13,17,17,HPC_flow_mod,0,0,-0,0.0175068648727132
DS03,13,18,18,HPC_flow_mod,0,0,-0,-0.0278209959664011
DS03,13,19,19,HPC_flow_mod,0,0,-0,0.00495678963774391
DS03,13,20,20,HPC_flow_mod,0,0,-0,-0.0306423919068389
DS03,13,21,21,HPC_flow_mod,0,0,-0,-0.0227501014037865
DS03,13,22,22,HPC_flow_mod,0,0,-0,-0.00525954948426749
DS03,13,23,23,HPC_flow_mod,0,0,-0,0.00633981917740983
DS03,13,24,24,HPC_flow_mod,0,0,-0,0.0189469566627573
DS03,13,25,25,HPC_flow_mod,0,0,-0,0.027780891644009
DS03,13,26,26,HPC_flow_mod,0,0,-0,0.0180088264890074
DS03,13,27,27,HPC_flow_mod,0,0,-0,-0.0327504874820262
DS03,13,28,28,HPC_flow_mod,0,0,-0,0.0159953218177051
DS03,13,29,29,HPC_flow_mod,0,0,-0,0.00610477200632164
DS03,13,30,30,HPC_flow_mod,0,0,-0,0.0123257169806567
DS03,13,31,31,HPC_flow_mod,0,0,-0,0.0183451810008447
DS03,13,32,32,HPC_flow_mod,0,0,-0,0.0276206781161838
DS03,13,33,33,HPC_flow_mod,0,0,-0,-0.0221483670110098
DS03,13,34,34,HPC_flow_mod,0,0,-0,0.00997127885658309
DS03,13,35,35,HPC_flow_mod,0,0,-0,0.00636955247402913
DS03,13,36,36,HPC_flow_mod,0,0,-0,0.0215876626790109
DS03,13,37,37,HPC_flow_mod,0,0,-0,-0.00316105649630931
